fips,obama_share_2008,obama_share_2012,votes_source
51680,0.4737485804140823,0.4375548726953468,mit_dataverse
51683,0.5516988331987965,0.5577631578947368,mit_dataverse
51685,0.5949275362318841,0.6183419243986255,mit_dataverse
51690,0.6348159509202455,0.6134627625716105,mit_dataverse
51700,0.6393013100436681,0.6432203816524847,mit_dataverse
51710,0.7102525834972752,0.7201842767367853,mit_dataverse
51720,0.4914021164021164,0.37935656836461124,mit_dataverse
51730,0.8863577863577864,0.8978501382951973,mit_dataverse
51735,0.24741684359518754,0.2362792006754855,mit_dataverse
51740,0.6927461695060538,0.7077435651757328,mit_dataverse
51750,0.5396942346656843,0.5060196332654195,mit_dataverse
51760,0.7909222753397432,0.7781262491160102,mit_dataverse
51770,0.6115471401942509,0.6010210434566057,mit_dataverse
51775,0.41625020151539577,0.38642636791686963,mit_dataverse
51790,0.505583295506128,0.5109723461195361,mit_dataverse
51800,0.5624436203267515,0.5701028990273928,mit_dataverse
51810,0.4913564787899567,0.4795490258898195,mit_dataverse
51820,0.44085778781038376,0.43681037424638836,mit_dataverse
51830,0.6376897008987771,0.6328084667010841,mit_dataverse
51840,0.5202449140825598,0.49475524475524474,mit_dataverse
53001,0.3194730341704405,0.3213018986021281,mit_dataverse
53003,0.4232106339468303,0.4043025956974043,mit_dataverse
53005,0.36054916267778525,0.353762616423032,mit_dataverse
53007,0.4312222291757932,0.4065736434108527,mit_dataverse
53009,0.5054648355357096,0.4880996164556297,mit_dataverse
53011,0.5217438882930993,0.489410654857053,mit_dataverse
53013,0.30789946140035906,0.2855245683930943,mit_dataverse
53015,0.5438324968493665,0.509323173464814,mit_dataverse
53017,0.38450917220067066,0.3457368491500468,mit_dataverse
53019,0.4190231362467866,0.37616279069767444,mit_dataverse
53021,0.37373070674248576,0.37088724992271344,mit_dataverse
53023,0.28040786598689005,0.26291079812206575,mit_dataverse
53025,0.349916174648298,0.32476957689237246,mit_dataverse
53027,0.5603755482456141,0.5564077534514015,mit_dataverse
53029,0.5232097535520293,0.510178389035369,mit_dataverse
53031,0.6628983042369067,0.6424428866811236,mit_dataverse
